"unit_name","municipality","province","autonomous_community","google_criteria_id","google_name","google_canonical_name","google_target_type","match_type"
"Montornès del Vallès, Barcelona","Montornès del Vallès","Barcelona","Cataluña","9242531","Montornes del Valles","Montornes del Valles,Catalonia,Spain","Municipality","name+community"
"Montoro, Córdoba","Montoro","Córdoba","Andalucía",NA,NA,NA,NA,"unmatched"
"Montroy, Valencia","Montroy","Valencia","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Montseny, Barcelona","Montseny","Barcelona","Cataluña",NA,NA,NA,NA,"unmatched"
"Monturque, Córdoba","Monturque","Córdoba","Andalucía",NA,NA,NA,NA,"unmatched"
"Montuïri, Baleares","Montuïri","Baleares","Islas Baleares","9217449","Montuiri","Montuiri,Balearic Islands,Spain","Municipality","name+community"
"Montán, Castellón","Montán","Castellón","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Montánchez, Cáceres","Montánchez","Cáceres","Extremadura","9216003","Montanchez","Montanchez,Extremadura,Spain","Municipality","name+community"
"Montón, Zaragoza","Montón","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Monzón de Campos, Palencia","Monzón de Campos","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Monzón, Huesca","Monzón","Huesca","Aragón","9049142","Monzon","Monzon,Aragon,Spain","City","name+community"
"Monóvar, Alicante","Monóvar","Alicante","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Mora de Rubielos, Teruel","Mora de Rubielos","Teruel","Aragón",NA,NA,NA,NA,"unmatched"
"Mora, Toledo","Mora","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Moradillo de Roa, Burgos","Moradillo de Roa","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Moral de Calatrava, Ciudad Real","Moral de Calatrava","Ciudad Real","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Moral de Hornuez, Segovia","Moral de Hornuez","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Moral de Sayago, Zamora","Moral de Sayago","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Moral de la Reina, Valladolid","Moral de la Reina","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Moraleda de Zafayona, Granada","Moraleda de Zafayona","Granada","Andalucía",NA,NA,NA,NA,"unmatched"
"Moraleja de Enmedio, Madrid","Moraleja de Enmedio","Madrid","Comunidad de Madrid",NA,NA,NA,NA,"unmatched"
"Moraleja de Matacabras, Ávila","Moraleja de Matacabras","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Moraleja de Sayago, Zamora","Moraleja de Sayago","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Moraleja de las Panaderas, Valladolid","Moraleja de las Panaderas","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Moraleja del Vino, Zamora","Moraleja del Vino","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Moraleja, Cáceres","Moraleja","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Morales de Campos, Valladolid","Morales de Campos","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Morales de Rey, Zamora","Morales de Rey","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Morales de Toro, Zamora","Morales de Toro","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Morales de Valverde, Zamora","Morales de Valverde","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Morales del Vino, Zamora","Morales del Vino","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Moralina, Zamora","Moralina","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Moralzarzal, Madrid","Moralzarzal","Madrid","Comunidad de Madrid",NA,NA,NA,NA,"unmatched"
"Morasverdes, Salamanca","Morasverdes","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Morata de Jalón, Zaragoza","Morata de Jalón","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Morata de Jiloca, Zaragoza","Morata de Jiloca","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Morata de Tajuña, Madrid","Morata de Tajuña","Madrid","Comunidad de Madrid","9248853","Morata de Tajuna","Morata de Tajuna,Community of Madrid,Spain","Municipality","name+community"
"Moratalla, Murcia","Moratalla","Murcia","Región de Murcia",NA,NA,NA,NA,"unmatched"
"Moratilla de los Meleros, Guadalajara","Moratilla de los Meleros","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Moratinos, Palencia","Moratinos","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Moraña, Pontevedra","Moraña","Pontevedra","Galicia",NA,NA,NA,NA,"unmatched"
"Morcillo, Cáceres","Morcillo","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Morcín, Asturias","Morcín","Asturias","Principado de Asturias","9216147","Morcin","Morcin,Asturias,Spain","Municipality","name+community"
"Moreda de Álava, Álava","Moreda de Álava","Álava","País Vasco",NA,NA,NA,NA,"unmatched"
"Morella, Castellón","Morella","Castellón","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Morelábor, Granada","Morelábor","Granada","Andalucía",NA,NA,NA,NA,"unmatched"
"Morenilla, Guadalajara","Morenilla","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Morentin, Navarra","Morentin","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Moreruela de Tábara, Zamora","Moreruela de Tábara","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Moreruela de los Infanzones, Zamora","Moreruela de los Infanzones","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Morga, Vizcaya","Morga","Vizcaya","País Vasco",NA,NA,NA,NA,"unmatched"
"Moriles, Córdoba","Moriles","Córdoba","Andalucía",NA,NA,NA,NA,"unmatched"
"Morille, Salamanca","Morille","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Moriscos, Salamanca","Moriscos","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Moronta, Salamanca","Moronta","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Moros, Zaragoza","Moros","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Morés, Zaragoza","Morés","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Moríñigo, Salamanca","Moríñigo","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Morón de Almazán, Soria","Morón de Almazán","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Morón de la Frontera, Sevilla","Morón de la Frontera","Sevilla","Andalucía","9049143","Moron de la Frontera","Moron de la Frontera,Andalusia,Spain","City","name+community"
"Mos, Pontevedra","Mos","Pontevedra","Galicia",NA,NA,NA,NA,"unmatched"
"Moscardón, Teruel","Moscardón","Teruel","Aragón",NA,NA,NA,NA,"unmatched"
"Mosqueruela, Teruel","Mosqueruela","Teruel","Aragón",NA,NA,NA,NA,"unmatched"
"Mota de Altarejos, Cuenca","Mota de Altarejos","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Mota del Cuervo, Cuenca","Mota del Cuervo","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Mota del Marqués, Valladolid","Mota del Marqués","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Motilla del Palancar, Cuenca","Motilla del Palancar","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Motilleja, Albacete","Motilleja","Albacete","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Motril, Granada","Motril","Granada","Andalucía","9049144","Motril","Motril,Andalusia,Spain","City","name+community"
"Moya, Cuenca","Moya","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Moya, Las Palmas","Moya","Las Palmas","Islas Canarias",NA,NA,NA,NA,"unmatched"
"Moyuela, Zaragoza","Moyuela","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Mozoncillo, Segovia","Mozoncillo","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Mozota, Zaragoza","Mozota","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Mozárbez, Salamanca","Mozárbez","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Mucientes, Valladolid","Mucientes","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Muduex, Guadalajara","Muduex","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Mudá, Palencia","Mudá","Palencia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Muel, Zaragoza","Muel","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Muelas de los Caballeros, Zamora","Muelas de los Caballeros","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Muelas del Pan, Zamora","Muelas del Pan","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Mues, Navarra","Mues","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Muga de Sayago, Zamora","Muga de Sayago","Zamora","Castilla y León",NA,NA,NA,NA,"unmatched"
"Mugardos, A Coruña","Mugardos","A Coruña","Galicia",NA,NA,NA,NA,"unmatched"
"Mula, Murcia","Mula","Murcia","Región de Murcia",NA,NA,NA,NA,"unmatched"
"Mundaka, Vizcaya","Mundaka","Vizcaya","País Vasco",NA,NA,NA,NA,"unmatched"
"Munera, Albacete","Munera","Albacete","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Mungai, Vizcaya","Mungai","Vizcaya","País Vasco",NA,NA,NA,NA,"unmatched"
"Muniesa, Teruel","Muniesa","Teruel","Aragón",NA,NA,NA,NA,"unmatched"
"Munilla, La Rioja","Munilla","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"Munitibar-Arbatzegi Gerrikaitz, Vizcaya","Munitibar-Arbatzegi Gerrikaitz","Vizcaya","País Vasco",NA,NA,NA,NA,"unmatched"
"Muntanyola, Barcelona","Muntanyola","Barcelona","Cataluña",NA,NA,NA,NA,"unmatched"
"Munébrega, Zaragoza","Munébrega","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Mura, Barcelona","Mura","Barcelona","Cataluña",NA,NA,NA,NA,"unmatched"
"Muras, Lugo","Muras","Lugo","Galicia","9209821","Muras","Muras,Galicia,Spain","Municipality","name+community"
"Murchante, Navarra","Murchante","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Murcia, Murcia","Murcia","Murcia","Región de Murcia","9257209","Murcia","Murcia,Region of Murcia,Spain","Municipality","name+community"
"Murero, Zaragoza","Murero","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Murias de Paredes, León","Murias de Paredes","León","Castilla y León",NA,NA,NA,NA,"unmatched"
"Muriel Viejo, Soria","Muriel Viejo","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Muriel de la Fuente, Soria","Muriel de la Fuente","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Muriel, Valladolid","Muriel","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Murieta, Navarra","Murieta","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Murillo de Gállego, Zaragoza","Murillo de Gállego","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Murillo de Río Leza, La Rioja","Murillo de Río Leza","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"Murillo el Cuende, Navarra","Murillo el Cuende","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Murillo el Fruto, Navarra","Murillo el Fruto","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Murla, Alicante","Murla","Alicante","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Muro de Aguas, La Rioja","Muro de Aguas","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"Muro de Alcoy, Alicante","Muro de Alcoy","Alicante","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Muro en Cameros, La Rioja","Muro en Cameros","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"Muro, Baleares","Muro","Baleares","Islas Baleares","9220391","Muro","Muro,Balearic Islands,Spain","Municipality","name+community"
"Muros de Nalón, Asturias","Muros de Nalón","Asturias","Principado de Asturias",NA,NA,NA,NA,"unmatched"
"Muros, A Coruña","Muros","A Coruña","Galicia",NA,NA,NA,NA,"unmatched"
"Murtas, Granada","Murtas","Granada","Andalucía",NA,NA,NA,NA,"unmatched"
"Murueta, Vizcaya","Murueta","Vizcaya","País Vasco",NA,NA,NA,NA,"unmatched"
"Muruzábal, Navarra","Muruzábal","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Museros, Valencia","Museros","Valencia","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Muskiz, Vizcaya","Muskiz","Vizcaya","País Vasco",NA,NA,NA,NA,"unmatched"
"Mutiloa, Guipúzcoa","Mutiloa","Guipúzcoa","País Vasco",NA,NA,NA,NA,"unmatched"
"Mutriku, Guipúzcoa","Mutriku","Guipúzcoa","País Vasco",NA,NA,NA,NA,"unmatched"
"Mutxamel, Alicante","Mutxamel","Alicante","Comunidad Valenciana","9214957","Mutxamel","Mutxamel,Valencian Community,Spain","Municipality","name+community"
"Muxika, Vizcaya","Muxika","Vizcaya","País Vasco",NA,NA,NA,NA,"unmatched"
"Muxía, A Coruña","Muxía","A Coruña","Galicia","9207897","Muxia","Muxia,Galicia,Spain","Municipality","name+community"
"Muíños, Ourense","Muíños","Ourense","Galicia",NA,NA,NA,NA,"unmatched"
"Muñana, Ávila","Muñana","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Muñico, Ávila","Muñico","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Muñogalindo, Ávila","Muñogalindo","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Muñogrande, Ávila","Muñogrande","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Muñomer del Peco, Ávila","Muñomer del Peco","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Muñopedro, Segovia","Muñopedro","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Muñopepe, Ávila","Muñopepe","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Muñosancho, Ávila","Muñosancho","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Muñotello, Ávila","Muñotello","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Muñoveros, Segovia","Muñoveros","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Málaga del Fresno, Guadalajara","Málaga del Fresno","Guadalajara","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Málaga, Málaga","Málaga","Málaga","Andalucía","9222206","Malaga","Malaga,Andalusia,Spain","Municipality","name+community"
"Mélida, Navarra","Mélida","Navarra","Comunidad Foral de Navarra",NA,NA,NA,NA,"unmatched"
"Méntrida, Toledo","Méntrida","Toledo","Castilla-La Mancha","9244235","Mentrida","Mentrida,Castile-La Mancha,Spain","Municipality","name+community"
"Mérida, Badajoz","Mérida","Badajoz","Extremadura","1005478","Merida","Merida,Extremadura,Spain","City","name+community"
"Móra d'Ebre, Tarragona","Móra d'Ebre","Tarragona","Cataluña",NA,NA,NA,NA,"unmatched"
"Móra la Nova, Tarragona","Móra la Nova","Tarragona","Cataluña",NA,NA,NA,NA,"unmatched"
"Móstoles, Madrid","Móstoles","Madrid","Comunidad de Madrid","1005494","Mostoles","Mostoles,Community of Madrid,Spain","City","name+community"
"Nabarniz, Vizcaya","Nabarniz","Vizcaya","País Vasco",NA,NA,NA,NA,"unmatched"
"Nacimiento, Almería","Nacimiento","Almería","Andalucía",NA,NA,NA,NA,"unmatched"
"Nafría de Ucero, Soria","Nafría de Ucero","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Nalda, La Rioja","Nalda","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"Nalec, Lleida","Nalec","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Nambroca, Toledo","Nambroca","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Narboneta, Cuenca","Narboneta","Cuenca","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Narrillos del Rebollar, Ávila","Narrillos del Rebollar","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Narrillos del Álamo, Ávila","Narrillos del Álamo","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Narros de Matalayegua, Salamanca","Narros de Matalayegua","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Narros de Saldueña, Ávila","Narros de Saldueña","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Narros del Castillo, Ávila","Narros del Castillo","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Narros del Puerto, Ávila","Narros del Puerto","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Narros, Soria","Narros","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Narón, A Coruña","Narón","A Coruña","Galicia","9212742","Naron","Naron,Galicia,Spain","Municipality","name+community"
"Naut Aran, Lleida","Naut Aran","Lleida","Cataluña",NA,NA,NA,NA,"unmatched"
"Nava de Arévalo, Ávila","Nava de Arévalo","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Nava de Béjar, Salamanca","Nava de Béjar","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Nava de Francia, Salamanca","Nava de Francia","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Nava de Roa, Burgos","Nava de Roa","Burgos","Castilla y León",NA,NA,NA,NA,"unmatched"
"Nava de Sotrobal, Salamanca","Nava de Sotrobal","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Nava de la Asunción, Segovia","Nava de la Asunción","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Nava del Barco, Ávila","Nava del Barco","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Nava del Rey, Valladolid","Nava del Rey","Valladolid","Castilla y León",NA,NA,NA,NA,"unmatched"
"Nava, Asturias","Nava","Asturias","Principado de Asturias",NA,NA,NA,NA,"unmatched"
"Navacarros, Salamanca","Navacarros","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navacepedilla de Corneja, Ávila","Navacepedilla de Corneja","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navacerrada, Madrid","Navacerrada","Madrid","Comunidad de Madrid",NA,NA,NA,NA,"unmatched"
"Navaconcejo, Cáceres","Navaconcejo","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Navadijos, Ávila","Navadijos","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navaescurial, Ávila","Navaescurial","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navafría, Segovia","Navafría","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navahermosa, Toledo","Navahermosa","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Navahondilla, Ávila","Navahondilla","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navajas, Castellón","Navajas","Castellón","Comunidad Valenciana",NA,NA,NA,NA,"unmatched"
"Navajún, La Rioja","Navajún","La Rioja","La Rioja",NA,NA,NA,NA,"unmatched"
"Naval, Huesca","Naval","Huesca","Aragón",NA,NA,NA,NA,"unmatched"
"Navalacruz, Ávila","Navalacruz","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navalafuente, Madrid","Navalafuente","Madrid","Comunidad de Madrid",NA,NA,NA,NA,"unmatched"
"Navalagamella, Madrid","Navalagamella","Madrid","Comunidad de Madrid",NA,NA,NA,NA,"unmatched"
"Navalcarnero, Madrid","Navalcarnero","Madrid","Comunidad de Madrid","9049148","Navalcarnero","Navalcarnero,Community of Madrid,Spain","City","name+community"
"Navalcán, Toledo","Navalcán","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Navaleno, Soria","Navaleno","Soria","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navales, Salamanca","Navales","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navalilla, Segovia","Navalilla","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navalmanzano, Segovia","Navalmanzano","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navalmoral de Béjar, Salamanca","Navalmoral de Béjar","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navalmoral de la Mata, Cáceres","Navalmoral de la Mata","Cáceres","Extremadura","9049149","Navalmoral de la Mata","Navalmoral de la Mata,Extremadura,Spain","City","name+community"
"Navalmoral, Ávila","Navalmoral","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navalmoralejo, Toledo","Navalmoralejo","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Navalonguilla, Ávila","Navalonguilla","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navalosa, Ávila","Navalosa","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navalperal de Pinares, Ávila","Navalperal de Pinares","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navalperal de Tormes, Ávila","Navalperal de Tormes","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navalpino, Ciudad Real","Navalpino","Ciudad Real","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Navaluenga, Ávila","Navaluenga","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navalvillar de Ibor, Cáceres","Navalvillar de Ibor","Cáceres","Extremadura",NA,NA,NA,NA,"unmatched"
"Navalvillar de Pela, Badajoz","Navalvillar de Pela","Badajoz","Extremadura",NA,NA,NA,NA,"unmatched"
"Navamorales, Salamanca","Navamorales","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navamorcuende, Toledo","Navamorcuende","Toledo","Castilla-La Mancha",NA,NA,NA,NA,"unmatched"
"Navaquesera, Ávila","Navaquesera","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navarcles, Barcelona","Navarcles","Barcelona","Cataluña",NA,NA,NA,NA,"unmatched"
"Navardún, Zaragoza","Navardún","Zaragoza","Aragón",NA,NA,NA,NA,"unmatched"
"Navares de Ayuso, Segovia","Navares de Ayuso","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navares de Enmedio, Segovia","Navares de Enmedio","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navares de las Cuevas, Segovia","Navares de las Cuevas","Segovia","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navaridas, Álava","Navaridas","Álava","País Vasco",NA,NA,NA,NA,"unmatched"
"Navarredonda de Gredos, Ávila","Navarredonda de Gredos","Ávila","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navarredonda de la Rinconada, Salamanca","Navarredonda de la Rinconada","Salamanca","Castilla y León",NA,NA,NA,NA,"unmatched"
"Navarredonda y San Mamés, Madrid","Navarredonda y San Mamés","Madrid","Comunidad de Madrid",NA,NA,NA,NA,"unmatched"
