"unit_name","province","google_criteria_id","google_name","google_canonical_name","google_target_type"
"Massamagrell, Valencia","Valencia","9049130","Massamagrell","Massamagrell,Valencian Community,Spain","City"
"Massanassa, Valencia","Valencia","9252990","Massanassa","Massanassa,Valencian Community,Spain","Municipality"
"Matadepera, Barcelona","Barcelona","9233353","Matadepera","Matadepera,Catalonia,Spain","City"
"Mataró, Barcelona","Barcelona","1005430","Mataro","Mataro,Catalonia,Spain","City"
"Mazaricos, A Coruña","A Coruña","9215425","Mazaricos","Mazaricos,Galicia,Spain","Municipality"
"Mazarrón, Murcia","Murcia","9211497","Mazarron","Mazarron,Region of Murcia,Spain","Municipality"
"Meco, Madrid","Madrid","9229605","Meco","Meco,Community of Madrid,Spain","Municipality"
"Medina de Pomar, Burgos","Burgos","9216871","Medina de Pomar","Medina de Pomar,Castile and Leon,Spain","Municipality"
"Medina del Campo, Valladolid","Valladolid","9211495","Medina del Campo","Medina del Campo,Castile and Leon,Spain","City"
"Meira, Lugo","Lugo","9208103","Meira","Meira,Galicia,Spain","Municipality"
"Meis, Pontevedra","Pontevedra","9221454","Meis","Meis,Galicia,Spain","Municipality"
"Mejorada del Campo, Madrid","Madrid","9214424","Mejorada del Campo","Mejorada del Campo,Community of Madrid,Spain","Municipality"
"Melide, A Coruña","A Coruña","9212054","Melide","Melide,Galicia,Spain","Municipality"
"Mengíbar, Jaén","Jaén","9234101","Mengibar","Mengibar,Andalusia,Spain","Municipality"
"Mieres, Asturias","Asturias","9222880","Mieres","Mieres,Asturias,Spain","Municipality"
"Miguelturra, Ciudad Real","Ciudad Real","9049133","Miguelturra","Miguelturra,Castile-La Mancha,Spain","City"
"Miraflores de la Sierra, Madrid","Madrid","9262649","Miraflores de la Sierra","Miraflores de la Sierra,Community of Madrid,Spain","City"
"Miranda de Ebro, Burgos","Burgos","9207444","Miranda de Ebro","Miranda de Ebro,Castile and Leon,Spain","Municipality"
"Mislata, Valencia","Valencia","9049134","Mislata","Mislata,Valencian Community,Spain","City"
"Miño, A Coruña","A Coruña","9211087","Mino","Mino,Galicia,Spain","Municipality"
"Mocejón, Toledo","Toledo","9241076","Mocejon","Mocejon,Castile-La Mancha,Spain","Municipality"
"Moguer, Huelva","Huelva","9235721","Moguer","Moguer,Andalusia,Spain","Municipality"
"Mogán, Las Palmas","Las Palmas","9257482","Mogan","Mogan,Canary Islands,Spain","Municipality"
"Mojácar, Almería","Almería","9223555","Mojacar","Mojacar,Andalusia,Spain","Municipality"
"Molina de Segura, Murcia","Murcia","9049135","Molina de Segura","Molina de Segura,Region of Murcia,Spain","City"
"Molins de Rei, Barcelona","Barcelona","9049136","Molins de Rei","Molins de Rei,Catalonia,Spain","City"
"Mollerussa, Lleida","Lleida","9212804","Mollerussa","Mollerussa,Catalonia,Spain","City"
"Mollet del Vallès, Barcelona","Barcelona","1005431","Mollet del Valles","Mollet del Valles,Catalonia,Spain","City"
"Mollina, Málaga","Málaga","9049137","Mollina","Mollina,Andalusia,Spain","City"
"Moncada, Valencia","Valencia","9049138","Moncada","Moncada,Valencian Community,Spain","City"
"Monforte de Lemos, Lugo","Lugo","9220917","Monforte de Lemos","Monforte de Lemos,Galicia,Spain","City"
"Mont-ral, Tarragona","Tarragona","9209080","Mont-ral","Mont-ral,Catalonia,Spain","Municipality"
"Mont-ras, Girona","Girona","9231022","Mont-ras","Mont-ras,Catalonia,Spain","Municipality"
"Montblanc, Tarragona","Tarragona","9213937","Montblanc","Montblanc,Catalonia,Spain","Municipality"
"Montbrió del Camp, Tarragona","Tarragona","9213267","Montbrio del Camp","Montbrio del Camp,Catalonia,Spain","Municipality"
"Montcada i Reixac, Barcelona","Barcelona","9222941","Municipality of Montcada i Reixac","Municipality of Montcada i Reixac,Catalonia,Spain","Municipality"
"Monterroso, Lugo","Lugo","9217921","Monterroso","Monterroso,Galicia,Spain","Municipality"
"Montferri, Tarragona","Tarragona","9211397","Montferri","Montferri,Catalonia,Spain","Municipality"
"Montilla, Córdoba","Córdoba","9049141","Montilla","Montilla,Andalusia,Spain","City"
"Montmeló, Barcelona","Barcelona","9224217","Montmelo","Montmelo,Catalonia,Spain","Municipality"
"Montornès del Vallès, Barcelona","Barcelona","9242531","Montornes del Valles","Montornes del Valles,Catalonia,Spain","Municipality"
"Montuïri, Baleares","Baleares","9217449","Montuiri","Montuiri,Balearic Islands,Spain","Municipality"
"Montánchez, Cáceres","Cáceres","9216003","Montanchez","Montanchez,Extremadura,Spain","Municipality"
"Monzón, Huesca","Huesca","9049142","Monzon","Monzon,Aragon,Spain","City"
"Morata de Tajuña, Madrid","Madrid","9248853","Morata de Tajuna","Morata de Tajuna,Community of Madrid,Spain","Municipality"
"Morcín, Asturias","Asturias","9216147","Morcin","Morcin,Asturias,Spain","Municipality"
"Morón de la Frontera, Sevilla","Sevilla","9049143","Moron de la Frontera","Moron de la Frontera,Andalusia,Spain","City"
"Motril, Granada","Granada","9049144","Motril","Motril,Andalusia,Spain","City"
"Muras, Lugo","Lugo","9209821","Muras","Muras,Galicia,Spain","Municipality"
"Murcia, Murcia","Murcia","9257209","Murcia","Murcia,Region of Murcia,Spain","Municipality"
"Muro, Baleares","Baleares","9220391","Muro","Muro,Balearic Islands,Spain","Municipality"
"Mutxamel, Alicante","Alicante","9214957","Mutxamel","Mutxamel,Valencian Community,Spain","Municipality"
"Muxía, A Coruña","A Coruña","9207897","Muxia","Muxia,Galicia,Spain","Municipality"
"Málaga, Málaga","Málaga","9222206","Malaga","Malaga,Andalusia,Spain","Municipality"
"Méntrida, Toledo","Toledo","9244235","Mentrida","Mentrida,Castile-La Mancha,Spain","Municipality"
"Mérida, Badajoz","Badajoz","1005478","Merida","Merida,Extremadura,Spain","City"
"Móstoles, Madrid","Madrid","1005494","Mostoles","Mostoles,Community of Madrid,Spain","City"
"Narón, A Coruña","A Coruña","9212742","Naron","Naron,Galicia,Spain","Municipality"
"Navalcarnero, Madrid","Madrid","9049148","Navalcarnero","Navalcarnero,Community of Madrid,Spain","City"
"Navalmoral de la Mata, Cáceres","Cáceres","9049149","Navalmoral de la Mata","Navalmoral de la Mata,Extremadura,Spain","City"
"Navia, Asturias","Asturias","9249861","Navia","Navia,Asturias,Spain","Municipality"
"Nerja, Málaga","Málaga","9197279","Nerja","Nerja,Andalusia,Spain","City"
"Noia, A Coruña","A Coruña","9214296","Noia","Noia,Galicia,Spain","Municipality"
"Noja, Cantabria","Cantabria","9256118","Noja","Noja,Cantabria,Spain","Municipality"
"Noreña, Asturias","Asturias","9049150","Norena","Norena,Asturias,Spain","City"
"Novelda, Alicante","Alicante","9049151","Novelda","Novelda,Valencian Community,Spain","City"
"Náquera, Valencia","Valencia","9217163","Naquera","Naquera,Valencian Community,Spain","Municipality"
"Níjar, Almería","Almería","9209797","Nijar","Nijar,Andalusia,Spain","Municipality"
"O Carballiño, Ourense","Ourense","9213869","O Carballino","O Carballino,Galicia,Spain","Municipality"
"O Grove, Pontevedra","Pontevedra","9219234","O Grove","O Grove,Galicia,Spain","Municipality"
"O Porriño, Pontevedra","Pontevedra","9217579","O Porrino","O Porrino,Galicia,Spain","City"
"O Saviñao, Lugo","Lugo","9211585","O Savinao","O Savinao,Galicia,Spain","Municipality"
"Oleiros, A Coruña","A Coruña","9215265","Oleiros","Oleiros,Galicia,Spain","Municipality"
"Olesa de Montserrat, Barcelona","Barcelona","9220337","Olesa de Montserrat","Olesa de Montserrat,Catalonia,Spain","City"
"Oliva, Valencia","Valencia","9049152","Oliva","Oliva,Valencian Community,Spain","City"
"Olivares, Sevilla","Sevilla","9234707","Olivares","Olivares,Andalusia,Spain","Municipality"
"Olivella, Barcelona","Barcelona","9212472","Olivella","Olivella,Catalonia,Spain","Municipality"
"Olocau, Valencia","Valencia","9257598","Olocau","Olocau,Valencian Community,Spain","Municipality"
"Olot, Girona","Girona","9197648","Olot","Olot,Catalonia,Spain","City"
"Olvera, Cádiz","Cádiz","9049153","Olvera","Olvera,Andalusia,Spain","City"
"Onda, Castellón","Castellón","1005543","Onda","Onda,Valencian Community,Spain","City"
"Ondara, Alicante","Alicante","9253745","Ondara","Ondara,Valencian Community,Spain","Municipality"
"Ondarroa, Vizcaya","Vizcaya","9049154","Ondarroa","Ondarroa,Basque Country,Spain","City"
"Ontinyent, Valencia","Valencia","9197405","Ontinyent","Ontinyent,Valencian Community,Spain","City"
"Orba, Alicante","Alicante","9212292","Orba","Orba,Valencian Community,Spain","Municipality"
"Ordes, A Coruña","A Coruña","9218071","Ordes","Ordes,Galicia,Spain","Municipality"
"Orihuela, Alicante","Alicante","9232921","Orihuela","Orihuela,Valencian Community,Spain","Municipality"
"Oropesa del Mar, Castellón","Castellón","9049156","Oropesa del Mar","Oropesa del Mar,Valencian Community,Spain","City"
"Oroso, A Coruña","A Coruña","9234141","Oroso","Oroso,Galicia,Spain","Municipality"
"Osuna, Sevilla","Sevilla","9228948","Osuna","Osuna,Andalusia,Spain","Municipality"
"Ourense, Ourense","Ourense","9208654","Ourense","Ourense,Galicia,Spain","Municipality"
"Outeiro de Rei, Lugo","Lugo","9212817","Outeiro de Rei","Outeiro de Rei,Galicia,Spain","Municipality"
"Oviedo, Asturias","Asturias","9215780","Oviedo","Oviedo,Asturias,Spain","Municipality"
"Oñati, Guipúzcoa","Guipúzcoa","9252807","Onati","Onati,Basque Country,Spain","Municipality"
"Paderne de Allariz, Ourense","Ourense","9217447","Paderne de Allariz","Paderne de Allariz,Galicia,Spain","Municipality"
"Padul, Granada","Granada","9225505","Padul","Padul,Andalusia,Spain","Municipality"
"Paiporta, Valencia","Valencia","9250482","Paiporta","Paiporta,Valencian Community,Spain","Municipality"
"Palafrugell, Girona","Girona","9245251","Palafrugell","Palafrugell,Catalonia,Spain","Municipality"
"Palamós, Girona","Girona","9234430","Palamos","Palamos,Catalonia,Spain","Municipality"
"Palazuelos de Eresma, Segovia","Segovia","9237970","Palazuelos de Eresma","Palazuelos de Eresma,Castile and Leon,Spain","Municipality"
"Palencia, Palencia","Palencia","9049160","Palencia","Palencia,Castile and Leon,Spain","City"
"Palma de Mallorca, Baleares","Baleares","9218661","Municipality of Palma","Municipality of Palma,Balearic Islands,Spain","Municipality"
"Palma del Río, Córdoba","Córdoba","9049161","Palma del Rio","Palma del Rio,Andalusia,Spain","City"
"Palomares del Río, Sevilla","Sevilla","9245685","Palomares del Rio","Palomares del Rio,Andalusia,Spain","City"
"Pals, Girona","Girona","9250789","Pals","Pals,Catalonia,Spain","Municipality"
"Paracuellos de Jarama, Madrid","Madrid","9049162","Paracuellos de Jarama","Paracuellos de Jarama,Community of Madrid,Spain","City"
"Parla, Madrid","Madrid","9049163","Parla","Parla,Community of Madrid,Spain","City"
"Paterna, Valencia","Valencia","1005544","Paterna","Paterna,Valencian Community,Spain","City"
"Peligros, Granada","Granada","9226811","Peligros","Peligros,Andalusia,Spain","Municipality"
"Perafort, Tarragona","Tarragona","9210917","Perafort","Perafort,Catalonia,Spain","Municipality"
"Petra, Baleares","Baleares","9210217","Petra","Petra,Balearic Islands,Spain","Municipality"
"Petrer, Alicante","Alicante","9212544","Petrer","Petrer,Valencian Community,Spain","Municipality"
"Peñarroya-Pueblonuevo, Córdoba","Córdoba","9230565","Penarroya-Pueblonuevo","Penarroya-Pueblonuevo,Andalusia,Spain","Municipality"
"Peñíscola, Castellón","Castellón","9049165","Peniscola","Peniscola,Valencian Community,Spain","City"
"Picassent, Valencia","Valencia","9049167","Picassent","Picassent,Valencian Community,Spain","City"
"Pilar de la Horadada, Alicante","Alicante","9049168","Pilar de la Horadada","Pilar de la Horadada,Valencian Community,Spain","City"
"Pilas, Sevilla","Sevilla","9252845","Pilas","Pilas,Andalusia,Spain","Municipality"
"Pineda de Mar, Barcelona","Barcelona","9196381","Pineda de Mar","Pineda de Mar,Catalonia,Spain","City"
"Pinofranqueado, Cáceres","Cáceres","9207381","Pinofranqueado","Pinofranqueado,Extremadura,Spain","Municipality"
"Pinos Puente, Granada","Granada","9214715","Pinos Puente","Pinos Puente,Andalusia,Spain","Municipality"
"Pinoso, Alicante","Alicante","9259078","Pinoso","Pinoso,Valencian Community,Spain","Municipality"
"Pinto, Madrid","Madrid","9049170","Pinto","Pinto,Community of Madrid,Spain","City"
"Pioz, Guadalajara","Guadalajara","9261572","Pioz","Pioz,Castile-La Mancha,Spain","Municipality"
"Plasencia, Cáceres","Cáceres","9049171","Plasencia","Plasencia,Extremadura,Spain","City"
"Pol, Lugo","Lugo","9215858","Pol","Pol,Galicia,Spain","Municipality"
"Polinyà, Barcelona","Barcelona","1005432","Polinya","Polinya,Catalonia,Spain","City"
"Pollença, Baleares","Baleares","9216355","Pollenca","Pollenca,Balearic Islands,Spain","Municipality"
"Ponferrada, León","León","1005453","Ponferrada","Ponferrada,Castile and Leon,Spain","City"
"Ponteareas, Pontevedra","Pontevedra","9210925","Ponteareas","Ponteareas,Galicia,Spain","Municipality"
"Pontevedra, Pontevedra","Pontevedra","9208202","Pontevedra","Pontevedra,Galicia,Spain","Municipality"
"Porreres, Baleares","Baleares","9222199","Porreres","Porreres,Balearic Islands,Spain","Municipality"
"Portomarín, Lugo","Lugo","9214713","Portomarin","Portomarin,Galicia,Spain","Municipality"
"Portugalete, Vizcaya","Vizcaya","9219122","Portugalete","Portugalete,Basque Country,Spain","Municipality"
"Posadas, Córdoba","Córdoba","9254628","Posadas","Posadas,Andalusia,Spain","Municipality"
"Potes, Cantabria","Cantabria","9232835","Potes","Potes,Cantabria,Spain","Municipality"
"Pozo Alcón, Jaén","Jaén","9219000","Pozo Alcon","Pozo Alcon,Andalusia,Spain","Municipality"
"Pozoblanco, Córdoba","Córdoba","9242880","Pozoblanco","Pozoblanco,Andalusia,Spain","Municipality"
"Pozuelo de Alarcón, Madrid","Madrid","9220035","Municipality of Pozuelo de Alarcon","Municipality of Pozuelo de Alarcon,Community of Madrid,Spain","Municipality"
"Pravia, Asturias","Asturias","9214914","Pravia","Pravia,Asturias,Spain","Municipality"
"Premià de Dalt, Barcelona","Barcelona","9232710","Premia de Dalt","Premia de Dalt,Catalonia,Spain","Municipality"
"Priego de Córdoba, Córdoba","Córdoba","9049175","Priego de Cordoba","Priego de Cordoba,Andalusia,Spain","City"
"Puebla de Lillo, León","León","9220902","Puebla de Lillo","Puebla de Lillo,Castile and Leon,Spain","Municipality"
"Puente Genil, Córdoba","Córdoba","9210297","Puente Genil","Puente Genil,Andalusia,Spain","Municipality"
"Puerto Real, Cádiz","Cádiz","9049179","Puerto Real","Puerto Real,Andalusia,Spain","City"
"Puerto de la Cruz, Santa Cruz de Tenerife","Santa Cruz de Tenerife","9196526","Puerto de la Cruz","Puerto de la Cruz,Canary Islands,Spain","City"
"Puerto del Rosario, Las Palmas","Las Palmas","9210214","Puerto del Rosario","Puerto del Rosario,Canary Islands,Spain","City"
"Puertollano, Ciudad Real","Ciudad Real","9049180","Puertollano","Puertollano,Castile-La Mancha,Spain","City"
"Puigcerdà, Girona","Girona","9218410","Puigcerda","Puigcerda,Catalonia,Spain","City"
"Puigpunyent, Baleares","Baleares","9216567","Puigpunyent","Puigpunyent,Balearic Islands,Spain","Municipality"
"Punta Umbría, Huelva","Huelva","9220659","Punta Umbria","Punta Umbria,Andalusia,Spain","City"
"Puçol, Valencia","Valencia","9231169","Pucol","Pucol,Valencian Community,Spain","Municipality"
"Quesada, Jaén","Jaén","9217865","Quesada","Quesada,Andalusia,Spain","Municipality"
"Quijorna, Madrid","Madrid","9216258","Quijorna","Quijorna,Community of Madrid,Spain","Municipality"
"Quiroga, Lugo","Lugo","9214744","Quiroga","Quiroga,Galicia,Spain","Municipality"
"Quirós, Asturias","Asturias","9215084","Quiros","Quiros,Asturias,Spain","Municipality"
"Rafal, Alicante","Alicante","9049182","Rafal","Rafal,Valencian Community,Spain","City"
"Ramirás, Ourense","Ourense","9220081","Ramiras","Ramiras,Galicia,Spain","Municipality"
"Redondela, Pontevedra","Pontevedra","9250548","Redondela","Redondela,Galicia,Spain","Municipality"
"Redován, Alicante","Alicante","9244210","Redovan","Redovan,Valencian Community,Spain","Municipality"
"Reinosa, Cantabria","Cantabria","9229871","Reinosa","Reinosa,Cantabria,Spain","Municipality"
"Renau, Tarragona","Tarragona","9221652","Renau","Renau,Catalonia,Spain","Municipality"
"Requena, Valencia","Valencia","9049183","Requena","Requena,Valencian Community,Spain","City"
"Retortillo de Soria, Soria","Soria","9221009","Retortillo de Soria","Retortillo de Soria,Castile and Leon,Spain","Municipality"
"Reus, Tarragona","Tarragona","9049184","Reus","Reus,Catalonia,Spain","City"
"Ribadeo, Lugo","Lugo","9224711","Ribadeo","Ribadeo,Galicia,Spain","Municipality"
"Ribadesella, Asturias","Asturias","9250848","Ribadesella","Ribadesella,Asturias,Spain","Municipality"
"Ribeira, A Coruña","A Coruña","9218610","Ribeira","Ribeira,Galicia,Spain","Municipality"
"Ribera d'Urgellet, Lleida","Lleida","9217199","Ribera d'Urgellet","Ribera d'Urgellet,Catalonia,Spain","Municipality"
"Riells i Viabrea, Girona","Girona","9245996","Riells i Viabrea","Riells i Viabrea,Catalonia,Spain","City"
"Rincón de la Victoria, Málaga","Málaga","9216855","Rincon de la Victoria","Rincon de la Victoria,Andalusia,Spain","Municipality"
"Rioja, Almería","Almería","1005405","Rioja","Rioja,Andalusia,Spain","City"
"Ripollet, Barcelona","Barcelona","1005472","Ripollet","Ripollet,Catalonia,Spain","City"
"Riudellots de la Selva, Girona","Girona","9254006","Riudellots de la Selva","Riudellots de la Selva,Catalonia,Spain","City"
"Riudoms, Tarragona","Tarragona","9208134","Riudoms","Riudoms,Catalonia,Spain","Municipality"
"Rivas-Vaciamadrid, Madrid","Madrid","9221363","Municipality of Rivas-Vaciamadrid","Municipality of Rivas-Vaciamadrid,Community of Madrid,Spain","Municipality"
"Riós, Ourense","Ourense","9212441","Rios","Rios,Galicia,Spain","Municipality"
"Ronda, Málaga","Málaga","9242198","Ronda","Ronda,Andalusia,Spain","Municipality"
"Roquetas de Mar, Almería","Almería","9261662","Roquetas de Mar","Roquetas de Mar,Andalusia,Spain","Municipality"
"Roses, Girona","Girona","9219271","Roses","Roses,Catalonia,Spain","City"
"Rota, Cádiz","Cádiz","1005446","Rota","Rota,Andalusia,Spain","City"
"Rubí, Barcelona","Barcelona","1005433","Rubi","Rubi,Catalonia,Spain","City"
"Sa Pobla, Baleares","Baleares","9217355","Sa Pobla","Sa Pobla,Balearic Islands,Spain","Municipality"
"Sabadell, Barcelona","Barcelona","9210045","Sabadell","Sabadell,Catalonia,Spain","Municipality"
"Sada, A Coruña","A Coruña","9217223","Sada","Sada,Galicia,Spain","Municipality"
"Sagunto, Valencia","Valencia","9049189","Sagunt","Sagunt,Valencian Community,Spain","City"
"Salamanca, Salamanca","Salamanca","9211553","Municipality of Salamanca","Municipality of Salamanca,Castile and Leon,Spain","Municipality"
"Salas, Asturias","Asturias","9207229","Salas","Salas,Asturias,Spain","Municipality"
"Salou, Tarragona","Tarragona","9049190","Salou","Salou,Catalonia,Spain","City"
"Salvador de Zapardiel, Valladolid","Valladolid","9213493","Salvador de Zapardiel","Salvador de Zapardiel,Castile and Leon,Spain","Municipality"
"Salvaterra de Miño, Pontevedra","Pontevedra","9212118","Salvaterra de Mino","Salvaterra de Mino,Galicia,Spain","Municipality"
"Samos, Lugo","Lugo","9210994","Samos","Samos,Galicia,Spain","Municipality"
"San Bartolomé de Tirajana, Las Palmas","Las Palmas","9221395","Municipality of San Bartolome de Tirajana","Municipality of San Bartolome de Tirajana,Canary Islands,Spain","Municipality"
"San Bartolomé, Las Palmas","Las Palmas","9214001","San Bartolome","San Bartolome,Canary Islands,Spain","Municipality"
"San Cibrao das Viñas, Ourense","Ourense","9212766","San Cibrao das Vinas","San Cibrao das Vinas,Galicia,Spain","Municipality"
"San Cristóbal de La Laguna, Santa Cruz de Tenerife","Santa Cruz de Tenerife","1005532","San Cristobal de La Laguna","San Cristobal de La Laguna,Canary Islands,Spain","City"
"San Fernando de Henares, Madrid","Madrid","9243701","San Fernando de Henares","San Fernando de Henares,Community of Madrid,Spain","Municipality"
"San Fernando, Cádiz","Cádiz","9252385","Municipality of San Fernando","Municipality of San Fernando,Andalusia,Spain","Municipality"
"San Fulgencio, Alicante","Alicante","9249228","San Fulgencio","San Fulgencio,Valencian Community,Spain","Municipality"
"San Isidro, Alicante","Alicante","9218471","San Isidro","San Isidro,Valencian Community,Spain","Municipality"
"San Javier, Murcia","Murcia","9229412","San Javier","San Javier,Region of Murcia,Spain","Municipality"
"San Juan de Aznalfarache, Sevilla","Sevilla","9240255","San Juan de Aznalfarache","San Juan de Aznalfarache,Andalusia,Spain","Municipality"
"San Lorenzo de El Escorial, Madrid","Madrid","9209479","San Lorenzo de El Escorial","San Lorenzo de El Escorial,Community of Madrid,Spain","City"
"San Martín de la Vega, Madrid","Madrid","9049195","San Martin de la Vega","San Martin de la Vega,Community of Madrid,Spain","City"
"San Martín del Rey Aurelio, Asturias","Asturias","9217316","San Martin del Rey Aurelio","San Martin del Rey Aurelio,Asturias,Spain","Municipality"
"San Miguel de Salinas, Alicante","Alicante","9228591","San Miguel de Salinas","San Miguel de Salinas,Valencian Community,Spain","Municipality"
"San Pascual, Ávila","Ávila","9211175","San Pascual","San Pascual,Castile and Leon,Spain","Municipality"
"San Roque, Cádiz","Cádiz","9207329","San Roque","San Roque,Andalusia,Spain","Municipality"
"San Sadurniño, A Coruña","A Coruña","9222307","San Sadurnino","San Sadurnino,Galicia,Spain","Municipality"
"San Sebastián de los Reyes, Madrid","Madrid","9049198","San Sebastian de los Reyes","San Sebastian de los Reyes,Community of Madrid,Spain","City"
"Sandiás, Ourense","Ourense","9208006","Sandias","Sandias,Galicia,Spain","Municipality"
"Sanlúcar de Barrameda, Cádiz","Cádiz","9196881","Sanlucar de Barrameda","Sanlucar de Barrameda,Andalusia,Spain","City"
"Sanlúcar la Mayor, Sevilla","Sevilla","9049199","Sanlucar la Mayor","Sanlucar la Mayor,Andalusia,Spain","City"
"Sant Adrià de Besòs, Barcelona","Barcelona","9210874","Municipality of Sant Adria de Besos","Municipality of Sant Adria de Besos,Catalonia,Spain","Municipality"
"Sant Andreu de la Barca, Barcelona","Barcelona","9237447","Sant Andreu de la Barca","Sant Andreu de la Barca,Catalonia,Spain","Municipality"
"Sant Antoni de Portmany, Baleares","Baleares","9208259","Sant Antoni de Portmany","Sant Antoni de Portmany,Balearic Islands,Spain","Municipality"
"Sant Boi de Llobregat, Barcelona","Barcelona","9197321","Sant Boi de Llobregat","Sant Boi de Llobregat,Catalonia,Spain","City"
"Sant Cebrià de Vallalta, Barcelona","Barcelona","9246083","Sant Cebria de Vallalta","Sant Cebria de Vallalta,Catalonia,Spain","Municipality"
"Sant Cugat del Vallès, Barcelona","Barcelona","9210679","Sant Cugat del Valles","Sant Cugat del Valles,Catalonia,Spain","Municipality"
"Sant Feliu de Guíxols, Girona","Girona","9226276","Sant Feliu de Guixols","Sant Feliu de Guixols,Catalonia,Spain","Municipality"
"Sant Feliu de Llobregat, Barcelona","Barcelona","9208693","Municipality of Sant Feliu de Llobregat","Municipality of Sant Feliu de Llobregat,Catalonia,Spain","Municipality"
"Sant Joan Despí, Barcelona","Barcelona","9214901","Municipality of Sant Joan Despi","Municipality of Sant Joan Despi,Catalonia,Spain","Municipality"
"Sant Joan d'Alacant, Alicante","Alicante","9226648","Sant Joan d'Alacant","Sant Joan d'Alacant,Valencian Community,Spain","Municipality"
"Sant Joan de Labritja, Baleares","Baleares","9212954","Sant Joan de Labritja","Sant Joan de Labritja,Balearic Islands,Spain","Municipality"
"Sant Joan, Baleares","Baleares","9210293","Sant Joan","Sant Joan,Balearic Islands,Spain","Municipality"
"Sant Josep de sa Talaia, Baleares","Baleares","9214866","Sant Josep de sa Talaia","Sant Josep de sa Talaia,Balearic Islands,Spain","Municipality"
"Sant Just Desvern, Barcelona","Barcelona","9210376","Sant Just Desvern","Sant Just Desvern,Catalonia,Spain","City"
"Sant Llorenç d'Hortons, Barcelona","Barcelona","9263232","Sant Llorenc d'Hortons","Sant Llorenc d'Hortons,Catalonia,Spain","Municipality"
"Sant Llorenç des Cardassar, Baleares","Baleares","9214231","Sant Llorenc des Cardassar","Sant Llorenc des Cardassar,Balearic Islands,Spain","Municipality"
"Sant Lluís, Baleares","Baleares","9222685","Sant Lluis","Sant Lluis,Balearic Islands,Spain","Municipality"
"Sant Martí de Tous, Barcelona","Barcelona","9216618","Sant Marti de Tous","Sant Marti de Tous,Catalonia,Spain","Municipality"
"Sant Pere Pescador, Girona","Girona","9234973","Sant Pere Pescador","Sant Pere Pescador,Catalonia,Spain","Municipality"
"Sant Pere de Ribes, Barcelona","Barcelona","9215564","Sant Pere de Ribes","Sant Pere de Ribes,Catalonia,Spain","Municipality"
"Sant Pol de Mar, Barcelona","Barcelona","9248255","Sant Pol de Mar","Sant Pol de Mar,Catalonia,Spain","Municipality"
"Sant Quirze del Vallès, Barcelona","Barcelona","9209053","Sant Quirze del Valles","Sant Quirze del Valles,Catalonia,Spain","City"
"Sant Sadurní d'Anoia, Barcelona","Barcelona","9230435","Sant Sadurni d'Anoia","Sant Sadurni d'Anoia,Catalonia,Spain","Municipality"
"Sant Vicenç de Montalt, Barcelona","Barcelona","9230739","Sant Vicenc de Montalt","Sant Vicenc de Montalt,Catalonia,Spain","City"
"Sant Vicenç dels Horts, Barcelona","Barcelona","9196110","Sant Vicenc dels Horts","Sant Vicenc dels Horts,Catalonia,Spain","City"
"Santa Bàrbara, Tarragona","Tarragona","1005473","Santa Barbara","Santa Barbara,Catalonia,Spain","City"
"Santa Coloma de Farners, Girona","Girona","9258584","Santa Coloma de Farners","Santa Coloma de Farners,Catalonia,Spain","City"
"Santa Coloma de Gramenet, Barcelona","Barcelona","9229530","Santa Coloma de Gramenet","Santa Coloma de Gramenet,Catalonia,Spain","Municipality"
"Santa Comba, A Coruña","A Coruña","9209584","Santa Comba","Santa Comba,Galicia,Spain","Municipality"
"Santa Cruz de Bezana, Cantabria","Cantabria","9232586","Santa Cruz de Bezana","Santa Cruz de Bezana,Cantabria,Spain","Municipality"
"Santa Cruz de Tenerife, Santa Cruz de Tenerife","Santa Cruz de Tenerife","9217284","Santa Cruz de Tenerife","Santa Cruz de Tenerife,Anaga,Canary Islands,Spain","Municipality"
"Santa Cruz de la Palma, Santa Cruz de Tenerife","Santa Cruz de Tenerife","9225985","Santa Cruz de La Palma","Santa Cruz de La Palma,Canary Islands,Spain","City"
"Santa Eugènia, Baleares","Baleares","9213147","Santa Eugenia","Santa Eugenia,Balearic Islands,Spain","Municipality"
"Santa Eulàlia de Ronçana, Barcelona","Barcelona","9212032","Santa Eulalia de Roncana","Santa Eulalia de Roncana,Catalonia,Spain","Municipality"
"Santa Margalida, Baleares","Baleares","9211214","Santa Margalida","Santa Margalida,Balearic Islands,Spain","Municipality"
"Santa Maria de Palautordera, Barcelona","Barcelona","9261657","Santa Maria de Palautordera","Santa Maria de Palautordera,Catalonia,Spain","Municipality"
"Santa Perpètua de Mogoda, Barcelona","Barcelona","9219456","Municipality of Santa Perpetua de Mogoda","Municipality of Santa Perpetua de Mogoda,Catalonia,Spain","Municipality"
"Santa Pola, Alicante","Alicante","9049204","Santa Pola","Santa Pola,Valencian Community,Spain","City"
"Santa Susanna, Barcelona","Barcelona","9243915","Santa Susanna","Santa Susanna,Catalonia,Spain","Municipality"
"Santander, Cantabria","Cantabria","9220271","Santander","Santander,Cantabria,Spain","Municipality"
"Santanyí, Baleares","Baleares","9208475","Santanyi","Santanyi,Balearic Islands,Spain","Municipality"
"Santiago de Compostela, A Coruña","A Coruña","1005483","Santiago de Compostela","Santiago de Compostela,Galicia,Spain","City"
