"unit_name","gid_4","province","area_km2","cells_centroid","cells_interior","interior_frac","nearest_targetable_km","n_touching"
"Segorbe, Castellón","ESP.10.2.3.21_1","Castellón",106.033,17,7,0.4118,1.9776,0
"Benicarló, Castellón","ESP.10.2.5.2_1","Castellón",48.156,9,2,0.2222,0,2
"Peñíscola, Castellón","ESP.10.2.5.11_1","Castellón",79.42,12,4,0.3333,0,1
"Vinaròs, Castellón","ESP.10.2.5.18_1","Castellón",95.358,16,8,0.5,0,1
"Castellón de la Plana, Castellón","ESP.10.2.7.6_1","Castellón",109.506,17,6,0.3529,0,2
"Oropesa del Mar, Castellón","ESP.10.2.7.9_1","Castellón",26.82,5,0,0,6.2361,0
"Almenara, Castellón","ESP.10.2.8.4_1","Castellón",27.504,5,0,0,0,2
"La Vall d'Uixó, Castellón","ESP.10.2.8.12_1","Castellón",67.128,11,3,0.2727,0,2
"Onda, Castellón","ESP.10.2.8.16_1","Castellón",108.174,20,8,0.4,0,2
"Canet d'En Berenguer, Valencia","ESP.10.3.1.7_1","Valencia",3.654,1,0,0,0,1
"Sagunto, Valencia","ESP.10.3.1.14_1","Valencia",132.182,23,4,0.1739,0,5
"Benaguasil, Valencia","ESP.10.3.2.1_1","Valencia",25.454,3,0,0,0,2
"Bétera, Valencia","ESP.10.3.2.3_1","Valencia",74.65,12,5,0.4167,0,5
"L'Eliana, Valencia","ESP.10.3.2.7_1","Valencia",8.794,2,0,0,0,2
"La Pobla de Vallbona, Valencia","ESP.10.3.2.8_1","Valencia",33.276,6,1,0.1667,0,5
"Llíria, Valencia","ESP.10.3.2.9_1","Valencia",227.813,44,13,0.2955,0,3
"Náquera, Valencia","ESP.10.3.2.12_1","Valencia",38.728,7,1,0.1429,0,3
"Olocau, Valencia","ESP.10.3.2.13_1","Valencia",37.243,5,1,0.2,0,2
"Canals, Valencia","ESP.10.3.5.2_1","Valencia",22.485,3,1,0.3333,0,2
"Buñol, Valencia","ESP.10.3.6.2_1","Valencia",112.2,18,5,0.2778,0,3
"Chiva, Valencia","ESP.10.3.6.4_1","Valencia",178.619,30,9,0.3,0,4
"Godelleta, Valencia","ESP.10.3.6.6_1","Valencia",37.438,7,0,0,0,3
"Albalat dels Sorells, Valencia","ESP.10.3.7.1_1","Valencia",4.502,0,0,0,0,3
"Alboraya, Valencia","ESP.10.3.7.2_1","Valencia",8.038,1,0,0,0,1
"Burjassot, Valencia","ESP.10.3.7.7_1","Valencia",3.454,1,0,0,0,2
"Foios, Valencia","ESP.10.3.7.9_1","Valencia",6.575,1,0,0,0,3
"La Pobla de Farnals, Valencia","ESP.10.3.7.11_1","Valencia",3.468,1,0,0,0,1
"Massamagrell, Valencia","ESP.10.3.7.13_1","Valencia",6.266,0,0,0,0,2
"Moncada, Valencia","ESP.10.3.7.15_1","Valencia",15.843,4,0,0,0,5
"Puçol, Valencia","ESP.10.3.7.17_1","Valencia",18.028,4,0,0,0,1
"Alaquàs, Valencia","ESP.10.3.8.1_1","Valencia",3.814,0,0,0,0,2
"Aldaia, Valencia","ESP.10.3.8.2_1","Valencia",15.945,2,0,0,0,3
"Manises, Valencia","ESP.10.3.8.3_1","Valencia",19.621,4,0,0,0,1
"Mislata, Valencia","ESP.10.3.8.4_1","Valencia",2.399,0,0,0,0,1
"Paterna, Valencia","ESP.10.3.8.5_1","Valencia",35.92,6,0,0,0,5
"Torrent, Valencia","ESP.10.3.8.9_1","Valencia",69.363,13,4,0.3077,0,7
"Albal, Valencia","ESP.10.3.10.1_1","Valencia",7.151,1,0,0,0,5
"Alcàsser, Valencia","ESP.10.3.10.2_1","Valencia",9.045,1,0,0,0,6
"Alfafar, Valencia","ESP.10.3.10.3_1","Valencia",9.893,2,0,0,0,3
"Beniparrell, Valencia","ESP.10.3.10.4_1","Valencia",3.772,1,0,0,0,3
"Catarroja, Valencia","ESP.10.3.10.5_1","Valencia",13.036,3,0,0,0,6
"Massanassa, Valencia","ESP.10.3.10.7_1","Valencia",5.627,0,0,0,0,4
"Paiporta, Valencia","ESP.10.3.10.8_1","Valencia",3.904,0,0,0,0,4
"Picassent, Valencia","ESP.10.3.10.9_1","Valencia",85.728,15,5,0.3333,0,4
"Silla, Valencia","ESP.10.3.10.11_1","Valencia",25.07,4,1,0.25,0,7
"Daimús, Valencia","ESP.10.3.11.13_1","Valencia",3.11,0,0,0,0,1
"Gandia, Valencia","ESP.10.3.11.14_1","Valencia",60.768,11,1,0.0909,0,1
"Oliva, Valencia","ESP.10.3.11.19_1","Valencia",59.658,10,2,0.2,0,1
"Requena, Valencia","ESP.10.3.12.5_1","Valencia",813.692,135,103,0.763,0,2
"Algemesí, Valencia","ESP.10.3.13.4_1","Valencia",41.138,8,1,0.125,0,3
"Alginet, Valencia","ESP.10.3.13.5_1","Valencia",24.108,4,0,0,0,4
"Alzira, Valencia","ESP.10.3.13.6_1","Valencia",110.771,17,2,0.1176,0,2
"Carcaixent, Valencia","ESP.10.3.13.12_1","Valencia",58.959,10,2,0.2,0,3
"Carlet, Valencia","ESP.10.3.13.14_1","Valencia",45.802,8,2,0.25,0,2
"L'Alcúdia, Valencia","ESP.10.3.13.19_1","Valencia",23.943,4,0,0,0,1
"La Pobla Llarga, Valencia","ESP.10.3.13.21_1","Valencia",10.097,1,0,0,0,1
"Almussafes, Valencia","ESP.10.3.14.2_1","Valencia",10.78,3,0,0,0,4
"Cullera, Valencia","ESP.10.3.14.5_1","Valencia",52.91,10,2,0.2,0,1
"Sollana, Valencia","ESP.10.3.14.11_1","Valencia",39.143,6,0,0,0,6
"Sueca, Valencia","ESP.10.3.14.12_1","Valencia",92.205,13,6,0.4615,0,3
"Agullent, Valencia","ESP.10.3.17.1_1","Valencia",16.098,3,0,0,0,1
"L'Olleria, Valencia","ESP.10.3.17.21_1","Valencia",32.342,5,1,0.2,0,2
"Ontinyent, Valencia","ESP.10.3.17.26_1","Valencia",125.539,21,10,0.4762,0,1
"Alburquerque, Badajoz","ESP.11.1.1.1_1","Badajoz",723.246,120,88,0.7333,0,2
"Mérida, Badajoz","ESP.11.1.6.14_1","Badajoz",864.293,140,60,0.4286,0,4
"Almendralejo, Badajoz","ESP.11.1.7.3_1","Badajoz",163.87,29,16,0.5517,0,2
"Villafranca de los Barros, Badajoz","ESP.11.1.7.21_1","Badajoz",104.125,16,8,0.5,0,1
"Zafra, Badajoz","ESP.11.1.7.23_1","Badajoz",62.369,10,2,0.2,1.6467,0
"Burguillos del Cerro, Badajoz","ESP.11.1.9.3_1","Badajoz",187.219,31,17,0.5484,1.6467,0
"Don Benito, Badajoz","ESP.11.1.12.4_1","Badajoz",561.391,91,43,0.4725,0,1
"Villanueva de la Serena, Badajoz","ESP.11.1.12.17_1","Badajoz",151.982,27,13,0.4815,0,1
"Pinofranqueado, Cáceres","ESP.11.2.1.21_1","Cáceres",146.554,25,14,0.56,15.8164,0
"Plasencia, Cáceres","ESP.11.2.4.22_1","Cáceres",217.802,37,16,0.4324,24.7007,0
"Cáceres, Cáceres","ESP.11.2.6.9_1","Cáceres",1748.555,293,207,0.7065,0,4
"Montánchez, Cáceres","ESP.11.2.6.18_1","Cáceres",113.353,17,3,0.1765,0,2
"Navalmoral de la Mata, Cáceres","ESP.11.2.9.18_1","Cáceres",155.848,27,11,0.4074,28.0946,0
"A Pobra do Caramiñal, A Coruña","ESP.12.1.1.2_1","A Coruña",32.524,6,0,0,0,2
"Ames, A Coruña","ESP.12.1.1.3_1","A Coruña",80.052,13,2,0.1538,0,3
"Boiro, A Coruña","ESP.12.1.1.4_1","A Coruña",86.27,16,6,0.375,0,1
"Fisterra, A Coruña","ESP.12.1.1.13_1","A Coruña",29.693,5,0,0,2.8084,0
"Mazaricos, A Coruña","ESP.12.1.1.16_1","A Coruña",187.019,31,17,0.5484,0,2
"Muxía, A Coruña","ESP.12.1.1.18_1","A Coruña",122.973,23,7,0.3043,2.8084,0
"Noia, A Coruña","ESP.12.1.1.20_1","A Coruña",36.926,7,0,0,2.1756,0
"Ribeira, A Coruña","ESP.12.1.1.25_1","A Coruña",72.34,10,2,0.2,0,1
"Santa Comba, A Coruña","ESP.12.1.1.27_1","A Coruña",203.299,34,19,0.5588,0,4
"Santiago de Compostela, A Coruña","ESP.12.1.1.28_1","A Coruña",220.19,38,21,0.5526,0,5
"Teo, A Coruña","ESP.12.1.1.29_1","A Coruña",79.166,15,5,0.3333,0,4
"Vedra, A Coruña","ESP.12.1.1.30_1","A Coruña",52.89,8,1,0.125,0,3
"Zas, A Coruña","ESP.12.1.1.32_1","A Coruña",132.788,23,9,0.3913,0,3
"A Coruña, A Coruña","ESP.12.1.2.1_1","A Coruña",39.305,6,1,0.1667,0,2
"A Laracha, A Coruña","ESP.12.1.2.2_1","A Coruña",125.801,22,9,0.4091,0,3
"Abegondo, A Coruña","ESP.12.1.2.3_1","A Coruña",83.25,15,4,0.2667,0,3
"Arteixo, A Coruña","ESP.12.1.2.5_1","A Coruña",93.62,17,6,0.3529,0,3
"Betanzos, A Coruña","ESP.12.1.2.7_1","A Coruña",24.082,2,0,0,0,1
"Cabana de Bergantiños, A Coruña","ESP.12.1.2.8_1","A Coruña",98.924,19,4,0.2105,0,1
"Cambre, A Coruña","ESP.12.1.2.10_1","A Coruña",40.544,7,2,0.2857,0,4
"Carballo, A Coruña","ESP.12.1.2.11_1","A Coruña",186.314,34,15,0.4412,0,3
"Culleredo, A Coruña","ESP.12.1.2.19_1","A Coruña",61.701,12,1,0.0833,0,4
"Fene, A Coruña","ESP.12.1.2.20_1","A Coruña",27.194,5,0,0,0.4118,0
"Ferrol, A Coruña","ESP.12.1.2.21_1","A Coruña",84.666,15,5,0.3333,0,1
"Malpica de Bergantiños, A Coruña","ESP.12.1.2.22_1","A Coruña",61.983,11,2,0.1818,0,1
"Miño, A Coruña","ESP.12.1.2.24_1","A Coruña",32.629,6,0,0,1.9794,0
"Narón, A Coruña","ESP.12.1.2.27_1","A Coruña",67.265,11,1,0.0909,0,2
"Oleiros, A Coruña","ESP.12.1.2.29_1","A Coruña",44.324,9,0,0,0,2
"Sada, A Coruña","ESP.12.1.2.35_1","A Coruña",27.838,5,1,0.2,0,2
"San Sadurniño, A Coruña","ESP.12.1.2.36_1","A Coruña",99.165,19,4,0.2105,0,3
"Arzúa, A Coruña","ESP.12.1.3.3_1","A Coruña",155.056,31,12,0.3871,0,1
"As Pontes de García Rodríguez, A Coruña","ESP.12.1.3.4_1","A Coruña",248.763,44,26,0.5909,0,3
"As Somozas, A Coruña","ESP.12.1.3.5_1","A Coruña",71.013,13,3,0.2308,0,2
"Curtis, A Coruña","ESP.12.1.3.8_1","A Coruña",116.433,20,9,0.45,4.5824,0
"Melide, A Coruña","ESP.12.1.3.11_1","A Coruña",101.147,17,6,0.3529,0,1
"Ordes, A Coruña","ESP.12.1.3.15_1","A Coruña",157.06,29,13,0.4483,0,3
"Oroso, A Coruña","ESP.12.1.3.16_1","A Coruña",71.962,11,4,0.3636,0,3
"Tordoia, A Coruña","ESP.12.1.3.20_1","A Coruña",124.279,24,6,0.25,0,5
"Val do Dubra, A Coruña","ESP.12.1.3.23_1","A Coruña",108.349,20,9,0.45,0,4
"A Pobra do Brollón, Lugo","ESP.12.2.1.1_1","Lugo",176.474,29,15,0.5172,0,4
"Carballedo, Lugo","ESP.12.2.1.3_1","Lugo",138.943,25,9,0.36,0,1
"Chantada, Lugo","ESP.12.2.1.4_1","Lugo",176.434,33,15,0.4545,0,3
"Folgoso do Courel, Lugo","ESP.12.2.1.5_1","Lugo",192.725,38,14,0.3684,0,3
"Monforte de Lemos, Lugo","ESP.12.2.1.6_1","Lugo",199.295,35,20,0.5714,0,2
"O Saviñao, Lugo","ESP.12.2.1.7_1","Lugo",196.371,34,19,0.5588,0,3
"Quiroga, Lugo","ESP.12.2.1.9_1","Lugo",316.803,56,34,0.6071,0,3
"Taboada, Lugo","ESP.12.2.1.12_1","Lugo",146.315,26,11,0.4231,0,5
"Antas de Ulla, Lugo","ESP.12.2.2.1_1","Lugo",103.373,17,7,0.4118,0,2
"Castroverde, Lugo","ESP.12.2.2.2_1","Lugo",174.13,27,16,0.5926,0,2
"Friol, Lugo","ESP.12.2.2.3_1","Lugo",291.786,52,31,0.5962,0,2
"Láncara, Lugo","ESP.12.2.2.5_1","Lugo",121.474,22,7,0.3182,0,3
"Lugo, Lugo","ESP.12.2.2.6_1","Lugo",329.413,58,36,0.6207,0,3
"Monterroso, Lugo","ESP.12.2.2.7_1","Lugo",114.345,20,8,0.4,0,3
"Outeiro de Rei, Lugo","ESP.12.2.2.11_1","Lugo",134.014,24,10,0.4167,0,2
"Portomarín, Lugo","ESP.12.2.2.14_1","Lugo",114.993,21,10,0.4762,0,2
"Samos, Lugo","ESP.12.2.2.16_1","Lugo",136.195,23,9,0.3913,0,4
"Sarria, Lugo","ESP.12.2.2.17_1","Lugo",184.29,35,18,0.5143,0,2
"Meira, Lugo","ESP.12.2.3.7_1","Lugo",46.387,8,1,0.125,0,1
"Muras, Lugo","ESP.12.2.3.8_1","Lugo",163.716,28,14,0.5,0,2
"Pol, Lugo","ESP.12.2.3.9_1","Lugo",125.694,23,10,0.4348,0,2
"Vilalba, Lugo","ESP.12.2.3.11_1","Lugo",378.516,68,43,0.6324,0,1
"Burela, Lugo","ESP.12.2.4.4_1","Lugo",7.445,1,0,0,7.0827,0
"Ribadeo, Lugo","ESP.12.2.4.12_1","Lugo",106.886,19,10,0.5263,2.9791,0
"Xove, Lugo","ESP.12.2.4.16_1","Lugo",90.254,14,5,0.3571,7.0827,0
"A Fonsagrada, Lugo","ESP.12.2.5.1_1","Lugo",437.283,78,50,0.641,0.2381,0
"Becerreá, Lugo","ESP.12.2.5.5_1","Lugo",171.524,30,16,0.5333,0,1
"Cartelle, Ourense","ESP.12.3.1.13_1","Ourense",94.225,17,7,0.4118,0,1
"O Carballiño, Ourense","ESP.12.3.1.25_1","Ourense",54.288,9,1,0.1111,6.5931,0
"Ourense, Ourense","ESP.12.3.1.28_1","Ourense",84.527,12,2,0.1667,0,1
"Paderne de Allariz, Ourense","ESP.12.3.1.29_1","Ourense",38.671,6,0,0,0,1
"Ramirás, Ourense","ESP.12.3.1.35_1","Ourense",40.695,7,0,0,0,1
"San Cibrao das Viñas, Ourense","ESP.12.3.1.38_1","Ourense",39.376,7,0,0,0,2
"Riós, Ourense","ESP.12.3.2.18_1","Ourense",113.938,21,8,0.381,0.9075,0
"Sandiás, Ourense","ESP.12.3.2.19_1","Ourense",52.867,10,2,0.2,7.5449,0
"Verea, Ourense","ESP.12.3.2.22_1","Ourense",93.777,16,4,0.25,1.5728,0
"Verín, Ourense","ESP.12.3.2.23_1","Ourense",93.738,14,3,0.2143,0.9075,0
"A Veiga, Ourense","ESP.12.3.3.6_1","Ourense",290.204,49,31,0.6327,2.0943,0
"Chandrexa de Queixa, Ourense","ESP.12.3.3.9_1","Ourense",171.692,30,16,0.5333,8.4644,0
"Vilamartín de Valdeorras, Ourense","ESP.12.3.3.20_1","Ourense",88.304,14,6,0.4286,0,1
"As Neves, Pontevedra","ESP.12.4.1.3_1","Pontevedra",65.647,13,3,0.2308,0,2
"Ponteareas, Pontevedra","ESP.12.4.1.9_1","Pontevedra",125.454,21,10,0.4762,0,3
"Salvaterra de Miño, Pontevedra","ESP.12.4.1.11_1","Pontevedra",62.891,12,2,0.1667,0,3
"Tui, Pontevedra","ESP.12.4.1.13_1","Pontevedra",68.015,14,3,0.2143,0,2
"A Lama, Pontevedra","ESP.12.4.2.2_1","Pontevedra",111.44,16,10,0.625,7.1682,0
"Campo Lameiro, Pontevedra","ESP.12.4.2.3_1","Pontevedra",63.439,12,3,0.25,0,3
"Baiona, Pontevedra","ESP.12.4.3.2_1","Pontevedra",34.478,7,0,0,4.9258,0
"Cambados, Pontevedra","ESP.12.4.3.6_1","Pontevedra",23.49,4,0,0,0,1
"Cangas, Pontevedra","ESP.12.4.3.7_1","Pontevedra",38.285,7,0,0,2.4664,0
"Meis, Pontevedra","ESP.12.4.3.12_1","Pontevedra",52.287,9,1,0.1111,0,1
"O Grove, Pontevedra","ESP.12.4.3.17_1","Pontevedra",22.005,3,0,0,0,1
"O Porriño, Pontevedra","ESP.12.4.3.18_1","Pontevedra",61.138,12,2,0.1667,0,3
"Pontevedra, Pontevedra","ESP.12.4.3.21_1","Pontevedra",117.958,19,6,0.3158,0,1
"Redondela, Pontevedra","ESP.12.4.3.23_1","Pontevedra",52.28,9,2,0.2222,0,1
"Sanxenxo, Pontevedra","ESP.12.4.3.25_1","Pontevedra",44.771,8,2,0.25,0,1
"Vigo, Pontevedra","ESP.12.4.3.28_1","Pontevedra",111.164,18,9,0.5,0,2
"Vilagarcía de Arousa, Pontevedra","ESP.12.4.3.30_1","Pontevedra",44.55,8,2,0.25,0,1
"Vilanova de Arousa, Pontevedra","ESP.12.4.3.31_1","Pontevedra",32.9,7,0,0,0,3
"A Estrada, Pontevedra","ESP.12.4.4.1_1","Pontevedra",280.182,49,31,0.6327,0,5
"Cuntis, Pontevedra","ESP.12.4.4.4_1","Pontevedra",79.878,15,5,0.3333,0,2
"Silleda, Pontevedra","ESP.12.4.4.9_1","Pontevedra",167.811,32,14,0.4375,0,1
"Ciutadella de Menorca, Baleares","ESP.13.1.1.1_1","Baleares",188.109,29,18,0.6207,0,1
"Es Mercadal, Baleares","ESP.13.1.1.2_1","Baleares",139.894,24,9,0.375,0,4
"Es Migjorn Gran, Baleares","ESP.13.1.1.3_1","Baleares",32.428,5,1,0.2,0,3
"Ferreries, Baleares","ESP.13.1.1.4_1","Baleares",66.664,13,3,0.2308,0,3
"Eivissa, Baleares","ESP.13.1.2.1_1","Baleares",11.616,1,0,0,0,2
"Sant Antoni de Portmany, Baleares","ESP.13.1.2.3_1","Baleares",128.049,22,10,0.4545,0,3
"Sant Joan de Labritja, Baleares","ESP.13.1.2.4_1","Baleares",123.043,21,7,0.3333,0,1
"Sant Josep de sa Talaia, Baleares","ESP.13.1.2.5_1","Baleares",163.459,25,12,0.48,0,2
"Alaior, Baleares","ESP.13.1.3.1_1","Baleares",109.843,19,9,0.4737,0,3
"Es Castell, Baleares","ESP.13.1.3.2_1","Baleares",11.68,2,0,0,0,2
"Mahón, Baleares","ESP.13.1.3.3_1","Baleares",119.461,17,6,0.3529,0,4
"Sant Lluís, Baleares","ESP.13.1.3.4_1","Baleares",35.425,7,1,0.1429,0,2
"Artà, Baleares","ESP.13.1.4.1_1","Baleares",139.762,22,11,0.5,0,5
"Capdepera, Baleares","ESP.13.1.4.2_1","Baleares",55.72,9,3,0.3333,0,2
"Manacor, Baleares","ESP.13.1.4.3_1","Baleares",260.235,42,22,0.5238,0,3
"Sant Llorenç des Cardassar, Baleares","ESP.13.1.4.4_1","Baleares",82.052,14,3,0.2143,0,4
"Son Servera, Baleares","ESP.13.1.4.5_1","Baleares",42.253,9,1,0.1111,0,3
"Campos, Baleares","ESP.13.1.5.1_1","Baleares",149.102,23,13,0.5652,0,5
"Felanitx, Baleares","ESP.13.1.5.2_1","Baleares",169.439,29,13,0.4483,0,4
"Llucmajor, Baleares","ESP.13.1.5.3_1","Baleares",329.475,58,39,0.6724,0,5
"Santanyí, Baleares","ESP.13.1.5.4_1","Baleares",125.456,23,5,0.2174,0,3
"Ses Salines, Baleares","ESP.13.1.5.5_1","Baleares",39.095,5,1,0.2,0,2
"Alcúdia, Baleares","ESP.13.1.6.1_1","Baleares",60.255,10,1,0.1,0,3
"Muro, Baleares","ESP.13.1.6.2_1","Baleares",59.128,10,2,0.2,0,5
"Sa Pobla, Baleares","ESP.13.1.6.4_1","Baleares",49.18,8,1,0.125,0,7
"Santa Margalida, Baleares","ESP.13.1.6.5_1","Baleares",85.208,16,7,0.4375,0,6
"Andratx, Baleares","ESP.13.1.7.1_1","Baleares",83.371,13,4,0.3077,0,2
"Banyalbufar, Baleares","ESP.13.1.7.2_1","Baleares",18.831,4,0,0,0,4
"Bunyola, Baleares","ESP.13.1.7.3_1","Baleares",84.854,16,4,0.25,0,6
"Calvià, Baleares","ESP.13.1.7.4_1","Baleares",147.088,26,8,0.3077,0,4
"Escorca, Baleares","ESP.13.1.7.6_1","Baleares",141.01,22,10,0.4545,0,8
"Esporles, Baleares","ESP.13.1.7.7_1","Baleares",35.914,6,0,0,0,4
"Estellencs, Baleares","ESP.13.1.7.8_1","Baleares",13.924,2,0,0,0,4
"Fornalutx, Baleares","ESP.13.1.7.9_1","Baleares",19.578,3,0,0,0,2
"Pollença, Baleares","ESP.13.1.7.10_1","Baleares",153.086,24,10,0.4167,0,4
"Puigpunyent, Baleares","ESP.13.1.7.11_1","Baleares",40.674,8,0,0,0,5
"Sóller, Baleares","ESP.13.1.7.12_1","Baleares",43.233,8,0,0,0,3
"Valldemossa, Baleares","ESP.13.1.7.13_1","Baleares",43.513,6,2,0.3333,0,4
"Alaró, Baleares","ESP.13.1.9.1_1","Baleares",45.299,8,1,0.125,0,6
"Algaida, Baleares","ESP.13.1.9.2_1","Baleares",89.528,14,7,0.5,0,6
"Ariany, Baleares","ESP.13.1.9.3_1","Baleares",28.121,6,0,0,0,4
"Binissalem, Baleares","ESP.13.1.9.4_1","Baleares",29.456,6,0,0,0,5
"Búger, Baleares","ESP.13.1.9.5_1","Baleares",7.482,1,0,0,0,4
"Campanet, Baleares","ESP.13.1.9.6_1","Baleares",35.265,7,1,0.1429,0,5
"Consell, Baleares","ESP.13.1.9.7_1","Baleares",13.957,2,0,0,0,4
"Costitx, Baleares","ESP.13.1.9.8_1","Baleares",15.73,2,0,0,0,4
"Inca, Baleares","ESP.13.1.9.9_1","Baleares",58.015,11,3,0.2727,0,9
"Lloret de Vistalegre, Baleares","ESP.13.1.9.10_1","Baleares",16.623,4,0,0,0,6
"Lloseta, Baleares","ESP.13.1.9.11_1","Baleares",12.167,2,0,0,0,5
"Llubí, Baleares","ESP.13.1.9.12_1","Baleares",34.744,6,1,0.1667,0,6
"Mancor de la Vall, Baleares","ESP.13.1.9.13_1","Baleares",19.804,3,1,0.3333,0,4
"Maria de la Salut, Baleares","ESP.13.1.9.14_1","Baleares",30.875,6,0,0,0,5
"Marratxí, Baleares","ESP.13.1.9.15_1","Baleares",53.977,9,2,0.2222,0,2
"Montuïri, Baleares","ESP.13.1.9.16_1","Baleares",40.888,6,2,0.3333,0,5
"Petra, Baleares","ESP.13.1.9.17_1","Baleares",64.533,10,3,0.3,0,7
"Porreres, Baleares","ESP.13.1.9.18_1","Baleares",87.164,14,5,0.3571,0,5
"Sant Joan, Baleares","ESP.13.1.9.19_1","Baleares",38.754,6,0,0,0,5
"Santa Eugènia, Baleares","ESP.13.1.9.20_1","Baleares",20.041,4,0,0,0,4
"Selva, Baleares","ESP.13.1.9.22_1","Baleares",49.114,8,2,0.25,0,6
"Sencelles, Baleares","ESP.13.1.9.23_1","Baleares",53.058,9,1,0.1111,0,7
"Sineu, Baleares","ESP.13.1.9.24_1","Baleares",48.116,6,2,0.3333,0,8
"Arrecife, Las Palmas","ESP.14.1.1.4_1","Las Palmas",23.174,3,0,0,0,1
"Firgas, Las Palmas","ESP.14.1.1.8_1","Las Palmas",15.015,2,0,0,0,1
"Gáldar, Las Palmas","ESP.14.1.1.9_1","Las Palmas",63.638,11,2,0.1818,4.5872,0
"Las Palmas de Gran Canaria, Las Palmas","ESP.14.1.1.13_1","Las Palmas",104.186,16,6,0.375,0,2
"Mogán, Las Palmas","ESP.14.1.1.14_1","Las Palmas",170.171,24,14,0.5833,0,1
"Puerto del Rosario, Las Palmas","ESP.14.1.1.17_1","Las Palmas",317.154,47,28,0.5957,38.1204,0
"San Bartolomé, Las Palmas","ESP.14.1.1.18_1","Las Palmas",43.277,6,0,0,0,2
"San Bartolomé de Tirajana, Las Palmas","ESP.14.1.1.19_1","Las Palmas",333.14,48,30,0.625,0,1
"Telde, Las Palmas","ESP.14.1.1.26_1","Las Palmas",103.35,16,6,0.375,0,1
"Teror, Las Palmas","ESP.14.1.1.27_1","Las Palmas",25.613,4,0,0,0,2
"Tías, Las Palmas","ESP.14.1.1.28_1","Las Palmas",67.454,10,3,0.3,0,1
"Adeje, Santa Cruz de Tenerife","ESP.14.2.1.1_1","Santa Cruz de Tenerife",98.898,14,6,0.4286,0,2
"Arona, Santa Cruz de Tenerife","ESP.14.2.1.6_1","Santa Cruz de Tenerife",84.295,12,5,0.4167,0,1
"El Rosario, Santa Cruz de Tenerife","ESP.14.2.1.13_1","Santa Cruz de Tenerife",40.074,7,1,0.1429,0,4
"Granadilla de Abona, Santa Cruz de Tenerife","ESP.14.2.1.21_1","Santa Cruz de Tenerife",161.739,23,11,0.4783,0,1
"Icod de los Vinos, Santa Cruz de Tenerife","ESP.14.2.1.25_1","Santa Cruz de Tenerife",96.91,14,7,0.5,0,2
"La Matanza de Acentejo, Santa Cruz de Tenerife","ESP.14.2.1.27_1","Santa Cruz de Tenerife",15.03,3,0,0,0,1
"La Orotava, Santa Cruz de Tenerife","ESP.14.2.1.28_1","Santa Cruz de Tenerife",206.913,29,14,0.4828,0,6
"Los Llanos de Aridane, Santa Cruz de Tenerife","ESP.14.2.1.30_1","Santa Cruz de Tenerife",34.188,7,0,0,6.2615,0
"Los Realejos, Santa Cruz de Tenerife","ESP.14.2.1.31_1","Santa Cruz de Tenerife",58.264,10,2,0.2,0,2
"Puerto de la Cruz, Santa Cruz de Tenerife","ESP.14.2.1.33_1","Santa Cruz de Tenerife",9.83,1,0,0,0,2
"San Cristóbal de La Laguna, Santa Cruz de Tenerife","ESP.14.2.1.37_1","Santa Cruz de Tenerife",106.816,14,2,0.1429,0,3
"Santa Cruz de la Palma, Santa Cruz de Tenerife","ESP.14.2.1.41_1","Santa Cruz de Tenerife",45.002,9,1,0.1111,6.2615,0
"Santa Cruz de Tenerife, Santa Cruz de Tenerife","ESP.14.2.1.42_1","Santa Cruz de Tenerife",155.181,22,7,0.3182,0,2
"Santiago del Teide, Santa Cruz de Tenerife","ESP.14.2.1.44_1","Santa Cruz de Tenerife",53.405,6,1,0.1667,0,2
"Tacoronte, Santa Cruz de Tenerife","ESP.14.2.1.45_1","Santa Cruz de Tenerife",29.018,5,0,0,0,2
"Vallehermoso, Santa Cruz de Tenerife","ESP.14.2.1.50_1","Santa Cruz de Tenerife",109.566,17,4,0.2353,38.0655,0
"Arnedo, La Rioja","ESP.15.1.2.2_1","La Rioja",85.178,16,6,0.375,0.8674,0
"Haro, La Rioja","ESP.15.1.3.37_1","La Rioja",40.359,7,0,0,0,1
"Santo Domingo de la Calzada, La Rioja","ESP.15.1.3.59_1","La Rioja",40.148,8,1,0.125,2.3571,0
"Logroño, La Rioja","ESP.15.1.6.18_1","La Rioja",79.525,15,2,0.1333,10.432,0
"Alfaro, La Rioja","ESP.15.1.7.3_1","La Rioja",194.083,34,14,0.4118,6.0457,0
"Calahorra, La Rioja","ESP.15.1.7.5_1","La Rioja",93.573,14,6,0.4286,0.8674,0
"Vitoria-Gasteiz, Álava","ESP.16.1.3.12_1","Álava",276.096,47,27,0.5745,0,1
"Bernedo, Álava","ESP.16.1.4.2_1","Álava",130.576,23,5,0.2174,0,1
"Urduña-Orduña, Álava","ESP.16.1.5.9_1","Álava",33.418,6,0,0,0,1
"Andoain, Guipúzcoa","ESP.16.2.1.11_1","Guipúzcoa",27.199,5,1,0.2,0,4
"Azkoitia, Guipúzcoa","ESP.16.2.1.20_1","Guipúzcoa",56.604,9,4,0.4444,0,4
"Azpeitia, Guipúzcoa","ESP.16.2.1.21_1","Guipúzcoa",69.223,14,3,0.2143,0,3
"Beasain, Guipúzcoa","ESP.16.2.1.23_1","Guipúzcoa",30.275,4,1,0.25,0,1
"Bergara, Guipúzcoa","ESP.16.2.1.27_1","Guipúzcoa",75.95,16,3,0.1875,0,4
